,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win,away_win,home_loss,away_loss,draw
0,1872-11-30,Scotland,England,0.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,0,0,0,0,1
1,1873-03-08,England,Scotland,4.0,2.0,Friendly,London,England,Not Neutral Ground,1,0,0,1,0
2,1874-03-07,Scotland,England,2.0,1.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
3,1875-03-06,England,Scotland,2.0,2.0,Friendly,London,England,Not Neutral Ground,0,0,0,0,1
4,1876-03-04,Scotland,England,3.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
5,1876-03-25,Scotland,Wales,4.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
6,1877-03-03,England,Scotland,1.0,3.0,Friendly,London,England,Not Neutral Ground,0,1,1,0,0
7,1877-03-05,Wales,Scotland,0.0,2.0,Friendly,Wrexham,Wales,Not Neutral Ground,0,1,1,0,0
8,1878-03-02,Scotland,England,7.0,2.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
9,1878-03-23,Scotland,Wales,9.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
10,1879-01-18,England,Wales,2.0,1.0,Friendly,London,England,Not Neutral Ground,1,0,0,1,0
11,1879-04-05,England,Scotland,5.0,4.0,Friendly,London,England,Not Neutral Ground,1,0,0,1,0
12,1879-04-07,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,Not Neutral Ground,0,1,1,0,0
13,1880-03-13,Scotland,England,5.0,4.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
14,1880-03-15,Wales,England,2.0,3.0,Friendly,Wrexham,Wales,Not Neutral Ground,0,1,1,0,0
15,1880-03-27,Scotland,Wales,5.0,1.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
16,1881-02-26,England,Wales,0.0,1.0,Friendly,Blackburn,England,Not Neutral Ground,0,1,1,0,0
17,1881-03-12,England,Scotland,1.0,6.0,Friendly,London,England,Not Neutral Ground,0,1,1,0,0
18,1881-03-14,Wales,Scotland,1.0,5.0,Friendly,Wrexham,Wales,Not Neutral Ground,0,1,1,0,0
19,1882-02-18,Northern Ireland,England,0.0,13.0,Friendly,Belfast,Ireland,Not Neutral Ground,0,1,1,0,0
20,1882-02-25,Wales,Northern Ireland,7.0,1.0,Friendly,Wrexham,Wales,Not Neutral Ground,1,0,0,1,0
21,1882-03-11,Scotland,England,5.0,1.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
22,1882-03-13,Wales,England,5.0,3.0,Friendly,Wrexham,Wales,Not Neutral Ground,1,0,0,1,0
23,1882-03-25,Scotland,Wales,5.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
24,1883-02-03,England,Wales,5.0,0.0,Friendly,London,England,Not Neutral Ground,1,0,0,1,0
25,1883-02-24,England,Northern Ireland,7.0,0.0,Friendly,Liverpool,England,Not Neutral Ground,1,0,0,1,0
26,1883-03-10,England,Scotland,2.0,3.0,Friendly,Sheffield,England,Not Neutral Ground,0,1,1,0,0
27,1883-03-12,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,Not Neutral Ground,0,1,1,0,0
28,1883-03-17,Northern Ireland,Wales,1.0,1.0,Friendly,Belfast,Ireland,Not Neutral Ground,0,0,0,0,1
41,1885-11-28,United States,Canada,0.0,1.0,Friendly,Newark,United States,Not Neutral Ground,0,1,1,0,0
48,1886-11-25,United States,Canada,3.0,2.0,Friendly,Newark,United States,Not Neutral Ground,1,0,0,1,0
61,1888-09-19,Scotland,Canada,4.0,0.0,Friendly,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
145,1902-07-20,Uruguay,Argentina,0.0,6.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,0,1,1,0,0
146,1902-10-12,Austria,Hungary,5.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
153,1903-04-05,Hungary,Czechoslovakia,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
154,1903-06-11,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
155,1903-09-13,Argentina,Uruguay,2.0,3.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,0,1,1,0,0
156,1903-10-11,Austria,Hungary,4.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
163,1904-05-01,Belgium,France,3.0,3.0,Friendly,Brussels,Belgium,Not Neutral Ground,0,0,0,0,1
164,1904-06-02,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
165,1904-10-09,Austria,Hungary,5.0,4.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
166,1905-02-12,France,Switzerland,1.0,0.0,Friendly,Paris,France,Not Neutral Ground,1,0,0,1,0
173,1905-04-09,Hungary,Austria,0.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
174,1905-04-30,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
175,1905-05-07,Belgium,France,7.0,0.0,Friendly,Brussels,Belgium,Not Neutral Ground,1,0,0,1,0
176,1905-05-14,Netherlands,Belgium,4.0,0.0,Friendly,Rotterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
182,1906-04-01,Hungary,Czechoslovakia,1.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
185,1906-04-22,France,Belgium,0.0,5.0,Friendly,Saint-Cloud,France,Not Neutral Ground,0,1,1,0,0
186,1906-04-29,Belgium,Netherlands,5.0,0.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
187,1906-05-13,Netherlands,Belgium,2.0,3.0,Friendly,Rotterdam,Netherlands,Not Neutral Ground,0,1,1,0,0
189,1906-10-07,Czechoslovakia,Hungary,4.0,4.0,Friendly,Prague,Bohemia,Not Neutral Ground,0,0,0,0,1
191,1906-11-04,Hungary,Austria,3.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
198,1907-04-07,Hungary,Czechoslovakia,5.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
199,1907-04-14,Belgium,Netherlands,1.0,3.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
200,1907-04-21,Belgium,France,1.0,2.0,Friendly,Brussels,Belgium,Not Neutral Ground,0,1,1,0,0
201,1907-05-05,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
202,1907-05-09,Netherlands,Belgium,1.0,2.0,Friendly,Haarlem,Netherlands,Not Neutral Ground,0,1,1,0,0
203,1907-10-06,Czechoslovakia,Hungary,5.0,3.0,Friendly,Prague,Bohemia,Not Neutral Ground,1,0,0,1,0
204,1907-11-03,Hungary,Austria,4.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
207,1908-03-08,Switzerland,France,1.0,2.0,Friendly,Geneva,Switzerland,Not Neutral Ground,0,1,1,0,0
210,1908-03-29,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
212,1908-04-05,Hungary,Czechoslovakia,5.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
213,1908-04-05,Switzerland,Germany,5.0,3.0,Friendly,Basel,Switzerland,Not Neutral Ground,1,0,0,1,0
215,1908-04-12,France,Belgium,1.0,2.0,Friendly,Colombes,France,Not Neutral Ground,0,1,1,0,0
216,1908-04-26,Netherlands,Belgium,3.0,1.0,Friendly,Rotterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
217,1908-05-03,Austria,Hungary,4.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
218,1908-05-10,Netherlands,France,4.0,1.0,Friendly,Rotterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
219,1908-06-06,Austria,England,1.0,6.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
220,1908-06-07,Austria,Germany,3.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
221,1908-06-08,Austria,England,1.0,11.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
222,1908-06-10,Hungary,England,0.0,7.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
223,1908-06-13,Czechoslovakia,England,0.0,4.0,Friendly,Prague,Bohemia,Not Neutral Ground,0,1,1,0,0
224,1908-07-12,Sweden,Norway,11.0,3.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,1,0,0,1,0
228,1908-10-25,Netherlands,Sweden,5.0,3.0,Friendly,The Hague,Netherlands,Not Neutral Ground,1,0,0,1,0
229,1908-10-26,Belgium,Sweden,2.0,1.0,Friendly,Brussels,Belgium,Not Neutral Ground,1,0,0,1,0
230,1908-11-01,Hungary,Austria,5.0,3.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
236,1909-03-21,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
238,1909-04-04,Germany,Switzerland,1.0,0.0,Friendly,Karlsruhe,Germany,Not Neutral Ground,1,0,0,1,0
239,1909-04-04,Hungary,Germany,3.0,3.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
240,1909-04-25,Netherlands,Belgium,4.0,1.0,Friendly,Rotterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
241,1909-05-02,Austria,Hungary,3.0,4.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
242,1909-05-09,Belgium,France,5.0,2.0,Friendly,Brussels,Belgium,Not Neutral Ground,1,0,0,1,0
243,1909-05-29,Hungary,England,2.0,4.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
244,1909-05-30,Hungary,Austria,1.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
245,1909-05-31,Hungary,England,2.0,8.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
246,1909-06-01,Austria,England,1.0,8.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
250,1909-11-07,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
253,1910-03-13,Belgium,Netherlands,3.0,2.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
257,1910-04-03,France,Belgium,0.0,4.0,Friendly,Gentilly,France,Not Neutral Ground,0,1,1,0,0
258,1910-04-03,Switzerland,Germany,2.0,3.0,Friendly,Basel,Switzerland,Not Neutral Ground,0,1,1,0,0
259,1910-04-10,Netherlands,Belgium,7.0,0.0,Friendly,Haarlem,Netherlands,Not Neutral Ground,1,0,0,1,0
261,1910-04-24,Netherlands,Germany,4.0,2.0,Friendly,Arnhem,Netherlands,Not Neutral Ground,1,0,0,1,0
262,1910-05-01,Austria,Hungary,2.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
263,1910-05-15,Italy,France,6.0,2.0,Friendly,Milan,Italy,Not Neutral Ground,1,0,0,1,0
264,1910-05-16,Germany,Belgium,0.0,3.0,Friendly,Duisburg,Germany,Not Neutral Ground,0,1,1,0,0
265,1910-05-26,Hungary,Italy,6.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
266,1910-05-27,Argentina,Chile,3.0,1.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
267,1910-05-29,Chile,Uruguay,0.0,3.0,Friendly,Buenos Aires,Argentina,Neutral Ground,0,1,1,0,0
268,1910-06-05,Argentina,Chile,5.0,1.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
269,1910-06-12,Argentina,Uruguay,4.0,1.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
271,1910-09-11,Chile,Argentina,0.0,3.0,Friendly,Viña del Mar,Chile,Not Neutral Ground,0,1,1,0,0
272,1910-09-11,Norway,Sweden,0.0,4.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
273,1910-10-16,Germany,Netherlands,1.0,2.0,Friendly,Kleve,Germany,Not Neutral Ground,0,1,1,0,0
274,1910-11-06,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
277,1911-01-01,France,Hungary,0.0,3.0,Friendly,Maisons-Alfort,France,Not Neutral Ground,0,1,1,0,0
278,1911-01-06,Italy,Hungary,0.0,1.0,Friendly,Milan,Italy,Not Neutral Ground,0,1,1,0,0
279,1911-01-08,Switzerland,Hungary,2.0,0.0,Friendly,Zürich,Switzerland,Not Neutral Ground,1,0,0,1,0
285,1911-03-19,Belgium,Netherlands,1.0,5.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
286,1911-03-26,Germany,Switzerland,6.0,2.0,Friendly,Stuttgart,Germany,Not Neutral Ground,1,0,0,1,0
288,1911-04-02,Netherlands,Belgium,3.0,1.0,Friendly,Dordrecht,Netherlands,Not Neutral Ground,1,0,0,1,0
289,1911-04-09,France,Italy,2.0,2.0,Friendly,Saint-Ouen,France,Not Neutral Ground,0,0,0,0,1
290,1911-04-23,Belgium,Germany,2.0,1.0,Friendly,Liège,Belgium,Not Neutral Ground,1,0,0,1,0
291,1911-04-23,Switzerland,France,5.0,2.0,Friendly,Geneva,Switzerland,Not Neutral Ground,1,0,0,1,0
292,1911-04-30,Belgium,France,7.0,1.0,Friendly,Uccle,Belgium,Not Neutral Ground,1,0,0,1,0
293,1911-05-07,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
294,1911-05-07,Italy,Switzerland,2.0,2.0,Friendly,Milan,Italy,Not Neutral Ground,0,0,0,0,1
295,1911-05-21,Switzerland,Italy,3.0,0.0,Friendly,La Chaux-de-Fonds,Switzerland,Not Neutral Ground,1,0,0,1,0
296,1911-06-18,Sweden,Germany,2.0,4.0,Friendly,Solna,Sweden,Not Neutral Ground,0,1,1,0,0
298,1911-09-17,Sweden,Norway,4.0,1.0,Friendly,Solna,Sweden,Not Neutral Ground,1,0,0,1,0
301,1911-10-09,Germany,Austria,1.0,2.0,Friendly,Dresden,Germany,Not Neutral Ground,0,1,1,0,0
303,1911-10-22,Finland,Sweden,2.0,5.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,1,1,0,0
304,1911-10-29,Germany,Sweden,1.0,3.0,Friendly,Hamburg,Germany,Not Neutral Ground,0,1,1,0,0
305,1911-10-29,Hungary,Switzerland,9.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
306,1911-10-29,Luxembourg,France,1.0,4.0,Friendly,Luxembourg,Luxembourg,Not Neutral Ground,0,1,1,0,0
308,1911-11-05,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
309,1911-12-17,Germany,Hungary,1.0,4.0,Friendly,Munich,Germany,Not Neutral Ground,0,1,1,0,0
310,1912-01-28,France,Belgium,1.0,1.0,Friendly,Saint-Ouen,France,Not Neutral Ground,0,0,0,0,1
312,1912-02-10,France,Catalonia,7.0,0.0,Friendly,Paris,France,Not Neutral Ground,1,0,0,1,0
313,1912-02-18,France,Switzerland,4.0,1.0,Friendly,Saint-Ouen,France,Not Neutral Ground,1,0,0,1,0
314,1912-02-20,Belgium,Switzerland,9.0,2.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
316,1912-03-10,Belgium,Netherlands,1.0,2.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
319,1912-03-17,Italy,France,3.0,4.0,Friendly,Turin,Italy,Not Neutral Ground,0,1,1,0,0
321,1912-03-24,Netherlands,Germany,5.0,5.0,Friendly,Zwolle,Netherlands,Not Neutral Ground,0,0,0,0,1
323,1912-04-14,Hungary,Germany,4.0,4.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
324,1912-04-28,Netherlands,Belgium,4.0,3.0,Friendly,Dordrecht,Netherlands,Not Neutral Ground,1,0,0,1,0
325,1912-05-05,Austria,Hungary,1.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
326,1912-05-05,Switzerland,Germany,1.0,2.0,Friendly,St. Gallen,Switzerland,Not Neutral Ground,0,1,1,0,0
327,1912-06-16,Norway,Sweden,1.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
328,1912-06-20,Sweden,Hungary,2.0,2.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,0,0,0,0,1
329,1912-06-23,Norway,Hungary,0.0,6.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
330,1912-06-27,Sweden,Finland,7.0,1.0,Friendly,Solna,Sweden,Not Neutral Ground,1,0,0,1,0
331,1912-06-30,Austria,Italy,5.0,1.0,Friendly,Stockholm,Sweden,Neutral Ground,1,0,0,1,0
332,1912-07-01,Austria,Norway,1.0,1.0,Friendly,Stockholm,Sweden,Neutral Ground,0,0,0,0,1
333,1912-07-03,Hungary,Austria,3.0,0.0,Friendly,Stockholm,Sweden,Neutral Ground,1,0,0,1,0
334,1912-07-03,Norway,Russia,2.0,1.0,Friendly,Stockholm,Sweden,Neutral Ground,1,0,0,1,0
335,1912-07-05,Netherlands,Austria,3.0,1.0,Friendly,Stockholm,Sweden,Neutral Ground,1,0,0,1,0
336,1912-07-12,Russia,Hungary,0.0,9.0,Friendly,Moscow,Russia,Not Neutral Ground,0,1,1,0,0
337,1912-07-14,Russia,Hungary,0.0,12.0,Friendly,Moscow,Russia,Not Neutral Ground,0,1,1,0,0
342,1912-10-06,Denmark,Germany,3.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
343,1912-11-03,Hungary,Austria,4.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
344,1912-11-03,Sweden,Norway,4.0,2.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,1,0,0,1,0
345,1912-11-17,Germany,Netherlands,2.0,3.0,Friendly,Leipzig,Germany,Not Neutral Ground,0,1,1,0,0
346,1912-12-01,Uruguay,Argentina,1.0,3.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,0,1,1,0,0
347,1912-12-01,Catalonia,France,1.0,0.0,Friendly,Barcelona,Spain,Not Neutral Ground,1,0,0,1,0
348,1912-12-22,Italy,Austria,1.0,3.0,Friendly,Genoa,Italy,Not Neutral Ground,0,1,1,0,0
349,1913-01-12,France,Italy,1.0,0.0,Friendly,Saint-Ouen,France,Not Neutral Ground,1,0,0,1,0
352,1913-02-16,Belgium,France,3.0,0.0,Friendly,Brussels,Belgium,Not Neutral Ground,1,0,0,1,0
354,1913-03-09,Belgium,Netherlands,3.0,3.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,0,0,0,1
355,1913-03-09,Switzerland,France,1.0,4.0,Friendly,Geneva,Switzerland,Not Neutral Ground,0,1,1,0,0
359,1913-04-20,France,Luxembourg,8.0,0.0,Friendly,Saint-Ouen,France,Not Neutral Ground,1,0,0,1,0
360,1913-04-20,Netherlands,Belgium,2.0,4.0,Friendly,Zwolle,Netherlands,Not Neutral Ground,0,1,1,0,0
361,1913-04-27,Austria,Hungary,1.0,4.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
362,1913-05-01,Italy,Belgium,1.0,0.0,Friendly,Turin,Italy,Not Neutral Ground,1,0,0,1,0
363,1913-05-04,Russia,Sweden,1.0,4.0,Friendly,Moscow,Russia,Not Neutral Ground,0,1,1,0,0
364,1913-05-04,Switzerland,Belgium,1.0,2.0,Friendly,Basel,Switzerland,Not Neutral Ground,0,1,1,0,0
365,1913-05-18,Germany,Switzerland,1.0,2.0,Friendly,Freiburg,Germany,Not Neutral Ground,0,1,1,0,0
366,1913-05-18,Hungary,Sweden,2.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
367,1913-05-25,Denmark,Sweden,8.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
368,1913-06-08,Sweden,Norway,9.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
369,1913-06-15,Argentina,Uruguay,1.0,1.0,Friendly,Avellaneda,Argentina,Not Neutral Ground,0,0,0,0,1
370,1913-06-15,Austria,Italy,2.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
371,1913-07-09,Argentina,Uruguay,2.0,1.0,Friendly,Avellaneda,Argentina,Not Neutral Ground,1,0,0,1,0
374,1913-09-14,Russia,Norway,1.0,1.0,Friendly,Moscow,Russia,Not Neutral Ground,0,0,0,0,1
375,1913-09-21,Chile,Argentina,0.0,2.0,Friendly,Viña del Mar,Chile,Not Neutral Ground,0,1,1,0,0
376,1913-10-05,Sweden,Denmark,0.0,10.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
378,1913-10-26,Germany,Denmark,1.0,4.0,Friendly,Hamburg,Germany,Not Neutral Ground,0,1,1,0,0
379,1913-10-26,Hungary,Austria,4.0,3.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
380,1913-10-26,Norway,Sweden,1.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
382,1913-11-02,Belgium,Switzerland,2.0,0.0,Friendly,Verviers,Belgium,Not Neutral Ground,1,0,0,1,0
383,1913-11-23,Belgium,Germany,6.0,2.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
384,1914-01-11,Italy,Austria,0.0,0.0,Friendly,Milan,Italy,Not Neutral Ground,0,0,0,0,1
386,1914-01-25,France,Belgium,4.0,3.0,Friendly,Lille,France,Not Neutral Ground,1,0,0,1,0
387,1914-02-08,Luxembourg,France,5.0,4.0,Friendly,Luxembourg,Luxembourg,Not Neutral Ground,1,0,0,1,0
390,1914-03-08,France,Switzerland,2.0,2.0,Friendly,Saint-Ouen,France,Not Neutral Ground,0,0,0,0,1
392,1914-03-15,Belgium,Netherlands,2.0,4.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
394,1914-03-29,Italy,France,2.0,0.0,Friendly,Turin,Italy,Not Neutral Ground,1,0,0,1,0
395,1914-04-05,Italy,Switzerland,1.0,1.0,Friendly,Genoa,Italy,Not Neutral Ground,0,0,0,0,1
396,1914-04-05,Netherlands,Germany,4.0,4.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,0,0,0,0,1
398,1914-04-26,Netherlands,Belgium,4.0,2.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
399,1914-05-03,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
400,1914-05-17,Denmark,Netherlands,4.0,3.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
401,1914-05-17,Switzerland,Italy,0.0,1.0,Friendly,Berne,Switzerland,Not Neutral Ground,0,1,1,0,0
402,1914-05-24,Sweden,Finland,4.0,3.0,Friendly,Solna,Sweden,Not Neutral Ground,1,0,0,1,0
403,1914-05-31,Hungary,France,5.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
404,1914-06-21,Sweden,Hungary,1.0,1.0,Friendly,Solna,Sweden,Not Neutral Ground,0,0,0,0,1
405,1914-06-28,Norway,Sweden,0.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
406,1914-07-05,Sweden,Russia,2.0,2.0,Friendly,Solna,Sweden,Not Neutral Ground,0,0,0,0,1
407,1914-07-12,Norway,Russia,1.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
410,1914-09-20,Argentina,Brazil,3.0,0.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
412,1914-10-04,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
413,1914-10-25,Sweden,Norway,7.0,0.0,Friendly,Solna,Sweden,Not Neutral Ground,1,0,0,1,0
414,1914-11-08,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
415,1915-01-03,Basque Country,Catalonia,6.0,1.0,Friendly,Bilbao,Spain,Not Neutral Ground,1,0,0,1,0
416,1915-01-31,Italy,Switzerland,3.0,1.0,Friendly,Turin,Italy,Not Neutral Ground,1,0,0,1,0
417,1915-02-07,Catalonia,Basque Country,2.0,2.0,Friendly,Barcelona,Spain,Not Neutral Ground,0,0,0,0,1
418,1915-05-02,Hungary,Austria,2.0,5.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
419,1915-05-13,Basque Country,Catalonia,1.0,0.0,Friendly,Madrid,Spain,Not Neutral Ground,1,0,0,1,0
420,1915-05-30,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
421,1915-06-06,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
422,1915-06-27,Norway,Sweden,1.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
426,1915-09-19,Denmark,Norway,8.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
427,1915-10-03,Austria,Hungary,4.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
428,1915-10-24,Sweden,Norway,5.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
429,1915-10-31,Sweden,Denmark,0.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
430,1915-11-07,Hungary,Austria,6.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
431,1916-05-07,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
432,1916-05-21,Catalonia,Basque Country,1.0,3.0,Friendly,Barcelona,Spain,Not Neutral Ground,0,1,1,0,0
433,1916-05-22,Catalonia,Basque Country,0.0,0.0,Friendly,Barcelona,Spain,Not Neutral Ground,0,0,0,0,1
434,1916-06-04,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
435,1916-06-04,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
436,1916-06-04,Basque Country,Catalonia,5.0,0.0,Friendly,Bilbao,Spain,Not Neutral Ground,1,0,0,1,0
437,1916-06-25,Norway,Denmark,0.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
439,1916-07-02,Sweden,Norway,6.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
443,1916-07-12,Argentina,Chile,1.0,0.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
445,1916-07-14,Uruguay,Chile,4.0,1.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
447,1916-07-18,Uruguay,Brazil,0.0,1.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,0,1,1,0,0
450,1916-08-20,Sweden,United States,2.0,3.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
