,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win,away_win,home_loss,away_loss,draw
42633,2021-06-15,Australia,Jordan,1.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,Neutral Ground,1,0,0,1,0
42634,2021-06-15,Bahrain,Hong Kong,4.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,Not Neutral Ground,1,0,0,1,0
42635,2021-06-15,Iran,Iraq,1.0,0.0,FIFA World Cup qualification,Arad,Iran,Not Neutral Ground,1,0,0,1,0
42636,2021-06-15,Palestine,Yemen,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,Neutral Ground,1,0,0,1,0
42637,2021-06-15,Saudi Arabia,Uzbekistan,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,Not Neutral Ground,1,0,0,1,0
42638,2021-06-15,Bangladesh,Oman,0.0,3.0,FIFA World Cup qualification,Doha,Qatar,Neutral Ground,0,1,1,0,0
42639,2021-06-15,India,Afghanistan,1.0,1.0,FIFA World Cup qualification,Doha,Qatar,Neutral Ground,0,0,0,0,1
42640,2021-06-15,Tajikistan,Myanmar,4.0,0.0,FIFA World Cup qualification,Osaka,Japan,Neutral Ground,1,0,0,1,0
42641,2021-06-15,Japan,Kyrgyzstan,5.0,1.0,FIFA World Cup qualification,Suita,Japan,Not Neutral Ground,1,0,0,1,0
42642,2021-06-15,Thailand,Malaysia,0.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,Neutral Ground,0,1,1,0,0
42643,2021-06-15,United Arab Emirates,Vietnam,3.0,2.0,FIFA World Cup qualification,Dubai,United Arab Emirates,Not Neutral Ground,1,0,0,1,0
42644,2021-06-15,Canada,Haiti,3.0,0.0,FIFA World Cup qualification,Bridgeview,United States,Neutral Ground,1,0,0,1,0
42645,2021-06-15,Curaçao,Panama,0.0,0.0,FIFA World Cup qualification,Willemstad,Curaçao,Not Neutral Ground,0,0,0,0,1
42646,2021-06-15,El Salvador,Saint Kitts and Nevis,2.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,Not Neutral Ground,1,0,0,1,0
42647,2021-06-15,Tunisia,Mali,1.0,0.0,Friendly,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
42648,2021-06-15,Djibouti,Somalia,1.0,0.0,Friendly,Djibouti City,Djibouti,Not Neutral Ground,1,0,0,1,0
42649,2021-06-15,Hungary,Portugal,0.0,3.0,UEFA Euro,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
42650,2021-06-15,Germany,France,0.0,1.0,UEFA Euro,Munich,Germany,Not Neutral Ground,0,1,1,0,0
42651,2021-06-15,Kuwait,Taiwan,2.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,Not Neutral Ground,1,0,0,1,0
42652,2021-06-16,Turkey,Wales,0.0,2.0,UEFA Euro,Baku,Azerbaijan,Neutral Ground,0,1,1,0,0
42653,2021-06-16,Italy,Switzerland,3.0,0.0,UEFA Euro,Rome,Italy,Not Neutral Ground,1,0,0,1,0
42654,2021-06-16,Russia,Finland,1.0,0.0,UEFA Euro,Saint Petersburg,Russia,Not Neutral Ground,1,0,0,1,0
42655,2021-06-17,Denmark,Belgium,1.0,2.0,UEFA Euro,Copenhagen,Denmark,Not Neutral Ground,0,1,1,0,0
42656,2021-06-17,Ukraine,North Macedonia,2.0,1.0,UEFA Euro,Bucharest,Romania,Neutral Ground,1,0,0,1,0
42657,2021-06-17,Netherlands,Austria,2.0,0.0,UEFA Euro,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
42660,2021-06-17,Algeria,Liberia,5.0,1.0,Friendly,Oran,Algeria,Not Neutral Ground,1,0,0,1,0
42661,2021-06-18,Croatia,Czech Republic,1.0,1.0,UEFA Euro,Glasgow,Scotland,Neutral Ground,0,0,0,0,1
42662,2021-06-18,England,Scotland,0.0,0.0,UEFA Euro,London,England,Not Neutral Ground,0,0,0,0,1
42663,2021-06-18,Sweden,Slovakia,1.0,0.0,UEFA Euro,Saint Petersburg,Russia,Neutral Ground,1,0,0,1,0
42666,2021-06-19,Spain,Poland,1.0,1.0,UEFA Euro,Seville,Spain,Not Neutral Ground,0,0,0,0,1
42667,2021-06-19,Hungary,France,1.0,1.0,UEFA Euro,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
42668,2021-06-19,Germany,Portugal,4.0,2.0,UEFA Euro,Munich,Germany,Not Neutral Ground,1,0,0,1,0
42670,2021-06-20,Italy,Wales,1.0,0.0,UEFA Euro,Rome,Italy,Not Neutral Ground,1,0,0,1,0
42671,2021-06-20,Switzerland,Turkey,3.0,1.0,UEFA Euro,Baku,Azerbaijan,Neutral Ground,1,0,0,1,0
42675,2021-06-21,Denmark,Russia,4.0,1.0,UEFA Euro,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
42676,2021-06-21,Finland,Belgium,0.0,2.0,UEFA Euro,Saint Petersburg,Russia,Neutral Ground,0,1,1,0,0
42677,2021-06-21,Netherlands,North Macedonia,3.0,0.0,UEFA Euro,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
42678,2021-06-21,Ukraine,Austria,0.0,1.0,UEFA Euro,Bucharest,Romania,Neutral Ground,0,1,1,0,0
42681,2021-06-22,Scotland,Croatia,1.0,3.0,UEFA Euro,Glasgow,Scotland,Not Neutral Ground,0,1,1,0,0
42682,2021-06-22,England,Czech Republic,1.0,0.0,UEFA Euro,London,England,Not Neutral Ground,1,0,0,1,0
42684,2021-06-23,Spain,Slovakia,5.0,0.0,UEFA Euro,Seville,Spain,Not Neutral Ground,1,0,0,1,0
42685,2021-06-23,Sweden,Poland,3.0,2.0,UEFA Euro,Saint Petersburg,Russia,Neutral Ground,1,0,0,1,0
42686,2021-06-23,Germany,Hungary,2.0,2.0,UEFA Euro,Munich,Germany,Not Neutral Ground,0,0,0,0,1
42687,2021-06-23,Portugal,France,2.0,2.0,UEFA Euro,Budapest,Hungary,Neutral Ground,0,0,0,0,1
42695,2021-06-26,Italy,Austria,2.0,1.0,UEFA Euro,London,England,Neutral Ground,1,0,0,1,0
42696,2021-06-26,Wales,Denmark,0.0,4.0,UEFA Euro,Amsterdam,Netherlands,Neutral Ground,0,1,1,0,0
42697,2021-06-27,Netherlands,Czech Republic,0.0,2.0,UEFA Euro,Budapest,Hungary,Neutral Ground,0,1,1,0,0
42698,2021-06-27,Belgium,Portugal,1.0,0.0,UEFA Euro,Seville,Spain,Neutral Ground,1,0,0,1,0
42701,2021-06-27,El Salvador,Guatemala,0.0,0.0,Friendly,Los Angeles,United States,Neutral Ground,0,0,0,0,1
42702,2021-06-28,Croatia,Spain,3.0,5.0,UEFA Euro,Copenhagen,Denmark,Neutral Ground,0,1,1,0,0
42703,2021-06-28,France,Switzerland,3.0,3.0,UEFA Euro,Bucharest,Romania,Neutral Ground,0,0,0,0,1
42706,2021-06-29,England,Germany,2.0,0.0,UEFA Euro,London,England,Not Neutral Ground,1,0,0,1,0
42707,2021-06-29,Sweden,Ukraine,1.0,2.0,UEFA Euro,Glasgow,Scotland,Neutral Ground,0,1,1,0,0
42708,2021-06-30,Mexico,Panama,3.0,0.0,Friendly,Nashville,United States,Neutral Ground,1,0,0,1,0
42709,2021-07-02,Switzerland,Spain,1.0,1.0,UEFA Euro,Saint Petersburg,Russia,Neutral Ground,0,0,0,0,1
42710,2021-07-02,Belgium,Italy,1.0,2.0,UEFA Euro,Munich,Germany,Neutral Ground,0,1,1,0,0
42716,2021-07-03,Czech Republic,Denmark,1.0,2.0,UEFA Euro,Baku,Azerbaijan,Neutral Ground,0,1,1,0,0
42717,2021-07-03,Ukraine,England,0.0,4.0,UEFA Euro,Rome,Italy,Neutral Ground,0,1,1,0,0
42718,2021-07-03,Mexico,Nigeria,4.0,0.0,Friendly,Nashville,United States,Neutral Ground,1,0,0,1,0
42724,2021-07-04,Qatar,El Salvador,1.0,0.0,Friendly,Pula,Croatia,Neutral Ground,1,0,0,1,0
42727,2021-07-06,Italy,Spain,1.0,1.0,UEFA Euro,London,England,Neutral Ground,0,0,0,0,1
42733,2021-07-07,England,Denmark,2.0,1.0,UEFA Euro,London,England,Not Neutral Ground,1,0,0,1,0
42745,2021-07-11,England,Italy,1.0,1.0,UEFA Euro,London,England,Not Neutral Ground,0,0,0,0,1
42790,2021-08-21,El Salvador,Costa Rica,0.0,0.0,Friendly,Carson,United States,Neutral Ground,0,0,0,0,1
42791,2021-08-22,Niger,Sudan,2.0,1.0,Friendly,Dubai,United Arab Emirates,Neutral Ground,1,0,0,1,0
42792,2021-08-26,Sudan,Niger,3.0,0.0,Friendly,Dubai,United Arab Emirates,Neutral Ground,1,0,0,1,0
42793,2021-08-26,Ethiopia,Sierra Leone,0.0,0.0,Friendly,Addis Ababa,Ethiopia,Not Neutral Ground,0,0,0,0,1
42794,2021-08-29,Ethiopia,Uganda,2.0,1.0,Friendly,Addis Ababa,Ethiopia,Not Neutral Ground,1,0,0,1,0
42795,2021-09-01,Bahrain,Haiti,6.0,1.0,Friendly,Riffa,Bahrain,Not Neutral Ground,1,0,0,1,0
42796,2021-09-01,Comoros,Seychelles,7.0,1.0,Friendly,Moroni,Comoros,Not Neutral Ground,1,0,0,1,0
42797,2021-09-01,Finland,Wales,0.0,0.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,0,0,0,1
42798,2021-09-01,Qatar,Serbia,0.0,4.0,Friendly,Debrecen,Hungary,Neutral Ground,0,1,1,0,0
42799,2021-09-01,Switzerland,Greece,2.0,1.0,Friendly,Basel,Switzerland,Not Neutral Ground,1,0,0,1,0
42800,2021-09-01,Central African Republic,Cape Verde,1.0,1.0,FIFA World Cup qualification,Douala,Cameroon,Neutral Ground,0,0,0,0,1
42801,2021-09-01,Mali,Rwanda,1.0,0.0,FIFA World Cup qualification,Agadir,Morocco,Neutral Ground,1,0,0,1,0
42802,2021-09-01,Egypt,Angola,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,Not Neutral Ground,1,0,0,1,0
42803,2021-09-01,Libya,Gabon,2.0,1.0,FIFA World Cup qualification,Benina,Libya,Not Neutral Ground,1,0,0,1,0
42804,2021-09-01,Senegal,Togo,2.0,0.0,FIFA World Cup qualification,Thiès,Senegal,Not Neutral Ground,1,0,0,1,0
42805,2021-09-01,Guinea-Bissau,Guinea,1.0,1.0,FIFA World Cup qualification,Nouakchott,Mauritania,Neutral Ground,0,0,0,0,1
42806,2021-09-01,Portugal,Republic of Ireland,2.0,1.0,FIFA World Cup qualification,Faro-Loulé,Portugal,Not Neutral Ground,1,0,0,1,0
42807,2021-09-01,Luxembourg,Azerbaijan,2.0,1.0,FIFA World Cup qualification,Luxembourg,Luxembourg,Not Neutral Ground,1,0,0,1,0
42808,2021-09-01,Kazakhstan,Ukraine,2.0,2.0,FIFA World Cup qualification,Nur-Sultan,Kazakhstan,Not Neutral Ground,0,0,0,0,1
42809,2021-09-01,France,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Strasbourg,France,Not Neutral Ground,0,0,0,0,1
42810,2021-09-01,Faroe Islands,Israel,0.0,4.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,Not Neutral Ground,0,1,1,0,0
42811,2021-09-01,Denmark,Scotland,2.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
42812,2021-09-01,Moldova,Austria,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,Not Neutral Ground,0,1,1,0,0
42813,2021-09-01,Norway,Netherlands,1.0,1.0,FIFA World Cup qualification,Oslo,Norway,Not Neutral Ground,0,0,0,0,1
42814,2021-09-01,Latvia,Gibraltar,3.0,1.0,FIFA World Cup qualification,Riga,Latvia,Not Neutral Ground,1,0,0,1,0
42815,2021-09-01,Turkey,Montenegro,2.0,2.0,FIFA World Cup qualification,Istanbul,Turkey,Not Neutral Ground,0,0,0,0,1
42816,2021-09-01,Malta,Cyprus,3.0,0.0,FIFA World Cup qualification,Ta' Qali,Malta,Not Neutral Ground,1,0,0,1,0
42817,2021-09-01,Slovenia,Slovakia,1.0,1.0,FIFA World Cup qualification,Ljubljana,Slovenia,Not Neutral Ground,0,0,0,0,1
42818,2021-09-01,Russia,Croatia,0.0,0.0,FIFA World Cup qualification,Moscow,Russia,Not Neutral Ground,0,0,0,0,1
42820,2021-09-02,Nepal,India,1.0,1.0,Friendly,Kathmandu,Nepal,Not Neutral Ground,0,0,0,0,1
42821,2021-09-02,Niger,Burkina Faso,0.0,2.0,FIFA World Cup qualification,Marrakech,Morocco,Neutral Ground,0,1,1,0,0
42822,2021-09-02,Algeria,Djibouti,8.0,0.0,FIFA World Cup qualification,Blida,Algeria,Not Neutral Ground,1,0,0,1,0
42823,2021-09-02,Kenya,Uganda,0.0,0.0,FIFA World Cup qualification,Nairobi,Kenya,Not Neutral Ground,0,0,0,0,1
42824,2021-09-02,Namibia,Congo,1.0,1.0,FIFA World Cup qualification,Johannesburg,South Africa,Neutral Ground,0,0,0,0,1
42825,2021-09-02,Morocco,Sudan,2.0,0.0,FIFA World Cup qualification,Rabat,Morocco,Not Neutral Ground,1,0,0,1,0
42826,2021-09-02,DR Congo,Tanzania,1.0,1.0,FIFA World Cup qualification,Lubumbashi,DR Congo,Not Neutral Ground,0,0,0,0,1
42827,2021-09-02,Madagascar,Benin,0.0,1.0,FIFA World Cup qualification,Antananarivo,Madagascar,Not Neutral Ground,0,1,1,0,0
42828,2021-09-02,South Korea,Iraq,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,Not Neutral Ground,0,0,0,0,1
42829,2021-09-02,Iran,Syria,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,Not Neutral Ground,1,0,0,1,0
42830,2021-09-02,United Arab Emirates,Lebanon,0.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,Not Neutral Ground,0,0,0,0,1
42831,2021-09-02,Japan,Oman,0.0,1.0,FIFA World Cup qualification,Suita,Japan,Not Neutral Ground,0,1,1,0,0
42832,2021-09-02,Australia,China PR,3.0,0.0,FIFA World Cup qualification,Doha,Qatar,Neutral Ground,1,0,0,1,0
42833,2021-09-02,Saudi Arabia,Vietnam,3.0,1.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,Not Neutral Ground,1,0,0,1,0
42834,2021-09-02,Georgia,Kosovo,0.0,1.0,FIFA World Cup qualification,Batumi,Georgia,Not Neutral Ground,0,1,1,0,0
42835,2021-09-02,Sweden,Spain,2.0,1.0,FIFA World Cup qualification,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
42836,2021-09-02,Italy,Bulgaria,1.0,1.0,FIFA World Cup qualification,Florence,Italy,Not Neutral Ground,0,0,0,0,1
42837,2021-09-02,Lithuania,Northern Ireland,1.0,4.0,FIFA World Cup qualification,Vilnius,Lithuania,Not Neutral Ground,0,1,1,0,0
42838,2021-09-02,Czech Republic,Belarus,1.0,0.0,FIFA World Cup qualification,Ostrava,Czech Republic,Not Neutral Ground,1,0,0,1,0
42839,2021-09-02,Estonia,Belgium,2.0,5.0,FIFA World Cup qualification,Tallinn,Estonia,Not Neutral Ground,0,1,1,0,0
42840,2021-09-02,Andorra,San Marino,2.0,0.0,FIFA World Cup qualification,Andorra la Vella,Andorra,Not Neutral Ground,1,0,0,1,0
42841,2021-09-02,Hungary,England,0.0,4.0,FIFA World Cup qualification,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
42842,2021-09-02,Poland,Albania,4.0,1.0,FIFA World Cup qualification,Warsaw,Poland,Not Neutral Ground,1,0,0,1,0
42843,2021-09-02,Iceland,Romania,0.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,Not Neutral Ground,0,1,1,0,0
42844,2021-09-02,Liechtenstein,Germany,0.0,2.0,FIFA World Cup qualification,St. Gallen,Switzerland,Neutral Ground,0,1,1,0,0
42845,2021-09-02,North Macedonia,Armenia,0.0,0.0,FIFA World Cup qualification,Skopje,North Macedonia,Not Neutral Ground,0,0,0,0,1
42846,2021-09-02,Bolivia,Colombia,1.0,1.0,FIFA World Cup qualification,La Paz,Bolivia,Not Neutral Ground,0,0,0,0,1
42847,2021-09-02,Ecuador,Paraguay,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,Not Neutral Ground,1,0,0,1,0
42848,2021-09-02,Peru,Uruguay,1.0,1.0,FIFA World Cup qualification,Lima,Peru,Not Neutral Ground,0,0,0,0,1
42849,2021-09-02,Venezuela,Argentina,1.0,3.0,FIFA World Cup qualification,Caracas,Venezuela,Not Neutral Ground,0,1,1,0,0
42850,2021-09-02,Chile,Brazil,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,Not Neutral Ground,0,1,1,0,0
42851,2021-09-02,Canada,Honduras,1.0,1.0,FIFA World Cup qualification,Toronto,Canada,Not Neutral Ground,0,0,0,0,1
42852,2021-09-02,El Salvador,United States,0.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,Not Neutral Ground,0,0,0,0,1
42853,2021-09-02,Panama,Costa Rica,0.0,0.0,FIFA World Cup qualification,Panama City,Panama,Not Neutral Ground,0,0,0,0,1
42854,2021-09-02,Mexico,Jamaica,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,Not Neutral Ground,1,0,0,1,0
42855,2021-09-03,Mauritania,Zambia,1.0,2.0,FIFA World Cup qualification,Nouakchott,Mauritania,Not Neutral Ground,0,1,1,0,0
42856,2021-09-03,Tunisia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
42857,2021-09-03,Nigeria,Liberia,2.0,0.0,FIFA World Cup qualification,Lagos,Nigeria,Not Neutral Ground,1,0,0,1,0
42858,2021-09-03,Mozambique,Ivory Coast,0.0,0.0,FIFA World Cup qualification,Maputo,Mozambique,Not Neutral Ground,0,0,0,0,1
42859,2021-09-03,Cameroon,Malawi,2.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,Not Neutral Ground,1,0,0,1,0
42860,2021-09-03,Zimbabwe,South Africa,0.0,0.0,FIFA World Cup qualification,Harare,Zimbabwe,Not Neutral Ground,0,0,0,0,1
42861,2021-09-03,Ghana,Ethiopia,1.0,0.0,FIFA World Cup qualification,Cape Coast,Ghana,Not Neutral Ground,1,0,0,1,0
42862,2021-09-04,Bosnia and Herzegovina,Kuwait,1.0,0.0,Friendly,Zenica,Bosnia and Herzegovina,Not Neutral Ground,1,0,0,1,0
42863,2021-09-04,Burundi,Seychelles,8.0,1.0,Friendly,Moroni,Comoros,Neutral Ground,1,0,0,1,0
42864,2021-09-04,Haiti,Jordan,2.0,0.0,Friendly,Riffa,Bahrain,Neutral Ground,1,0,0,1,0
42865,2021-09-04,Qatar,Portugal,1.0,3.0,Friendly,Debrecen,Hungary,Neutral Ground,0,1,1,0,0
42866,2021-09-04,Republic of Ireland,Azerbaijan,1.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,Not Neutral Ground,0,0,0,0,1
42867,2021-09-04,Serbia,Luxembourg,4.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,Not Neutral Ground,1,0,0,1,0
42868,2021-09-04,Finland,Kazakhstan,1.0,0.0,FIFA World Cup qualification,Helsinki,Finland,Not Neutral Ground,1,0,0,1,0
42869,2021-09-04,Ukraine,France,1.0,1.0,FIFA World Cup qualification,Kyiv,Ukraine,Not Neutral Ground,0,0,0,0,1
42870,2021-09-04,Faroe Islands,Denmark,0.0,1.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,Not Neutral Ground,0,1,1,0,0
42871,2021-09-04,Scotland,Moldova,1.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
42872,2021-09-04,Israel,Austria,5.0,2.0,FIFA World Cup qualification,Haifa,Israel,Not Neutral Ground,1,0,0,1,0
42873,2021-09-04,Latvia,Norway,0.0,2.0,FIFA World Cup qualification,Riga,Latvia,Not Neutral Ground,0,1,1,0,0
42874,2021-09-04,Gibraltar,Turkey,0.0,3.0,FIFA World Cup qualification,Gibraltar,Gibraltar,Not Neutral Ground,0,1,1,0,0
42875,2021-09-04,Netherlands,Montenegro,4.0,0.0,FIFA World Cup qualification,Eindhoven,Netherlands,Not Neutral Ground,1,0,0,1,0
42876,2021-09-04,Slovenia,Malta,1.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,Not Neutral Ground,1,0,0,1,0
42877,2021-09-04,Cyprus,Russia,0.0,2.0,FIFA World Cup qualification,Nicosia,Cyprus,Not Neutral Ground,0,1,1,0,0
42878,2021-09-04,Slovakia,Croatia,0.0,1.0,FIFA World Cup qualification,Bratislava,Slovakia,Not Neutral Ground,0,1,1,0,0
42880,2021-09-05,Estonia,Northern Ireland,0.0,1.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,1,1,0,0
42881,2021-09-05,Nepal,India,1.0,2.0,Friendly,Kathmandu,Nepal,Not Neutral Ground,0,1,1,0,0
42882,2021-09-05,Sweden,Uzbekistan,2.0,1.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
42883,2021-09-05,Rwanda,Kenya,1.0,1.0,FIFA World Cup qualification,Kigali,Rwanda,Not Neutral Ground,0,0,0,0,1
42884,2021-09-05,Gabon,Egypt,1.0,1.0,FIFA World Cup qualification,Franceville,Gabon,Not Neutral Ground,0,0,0,0,1
42885,2021-09-05,Togo,Namibia,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,Not Neutral Ground,0,1,1,0,0
42886,2021-09-05,Kosovo,Greece,1.0,1.0,FIFA World Cup qualification,Pristina,Kosovo,Not Neutral Ground,0,0,0,0,1
42887,2021-09-05,Spain,Georgia,4.0,0.0,FIFA World Cup qualification,Badajoz,Spain,Not Neutral Ground,1,0,0,1,0
42888,2021-09-05,Bulgaria,Lithuania,1.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,Not Neutral Ground,1,0,0,1,0
42889,2021-09-05,Switzerland,Italy,0.0,0.0,FIFA World Cup qualification,Basel,Switzerland,Not Neutral Ground,0,0,0,0,1
42890,2021-09-05,Belarus,Wales,2.0,3.0,FIFA World Cup qualification,Kazan,Russia,Neutral Ground,0,1,1,0,0
42891,2021-09-05,Belgium,Czech Republic,3.0,0.0,FIFA World Cup qualification,Brussels,Belgium,Not Neutral Ground,1,0,0,1,0
42892,2021-09-05,England,Andorra,4.0,0.0,FIFA World Cup qualification,London,England,Not Neutral Ground,1,0,0,1,0
42893,2021-09-05,Albania,Hungary,1.0,0.0,FIFA World Cup qualification,Elbasan,Albania,Not Neutral Ground,1,0,0,1,0
42894,2021-09-05,San Marino,Poland,1.0,7.0,FIFA World Cup qualification,Serravalle,San Marino,Not Neutral Ground,0,1,1,0,0
42895,2021-09-05,Iceland,North Macedonia,2.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,Not Neutral Ground,0,0,0,0,1
42896,2021-09-05,Germany,Armenia,6.0,0.0,FIFA World Cup qualification,Stuttgart,Germany,Not Neutral Ground,1,0,0,1,0
42897,2021-09-05,Romania,Liechtenstein,2.0,0.0,FIFA World Cup qualification,Bucharest,Romania,Not Neutral Ground,1,0,0,1,0
42898,2021-09-05,Ecuador,Chile,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,Not Neutral Ground,0,0,0,0,1
42899,2021-09-05,Paraguay,Colombia,1.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,Not Neutral Ground,0,0,0,0,1
42900,2021-09-05,Uruguay,Bolivia,4.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
42901,2021-09-05,Peru,Venezuela,1.0,0.0,FIFA World Cup qualification,Lima,Peru,Not Neutral Ground,1,0,0,1,0
42902,2021-09-05,Costa Rica,Mexico,0.0,1.0,FIFA World Cup qualification,San José,Costa Rica,Not Neutral Ground,0,1,1,0,0
42903,2021-09-05,El Salvador,Honduras,0.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,Not Neutral Ground,0,0,0,0,1
42904,2021-09-05,Jamaica,Panama,0.0,3.0,FIFA World Cup qualification,Kingston,Jamaica,Not Neutral Ground,0,1,1,0,0
42905,2021-09-05,United States,Canada,1.0,1.0,FIFA World Cup qualification,Nashville,United States,Not Neutral Ground,0,0,0,0,1
42906,2021-09-06,Djibouti,Niger,2.0,4.0,FIFA World Cup qualification,Rabat,Morocco,Neutral Ground,0,1,1,0,0
42907,2021-09-06,Liberia,Central African Republic,1.0,0.0,FIFA World Cup qualification,Douala,Cameroon,Neutral Ground,1,0,0,1,0
42908,2021-09-06,Ivory Coast,Cameroon,2.0,1.0,FIFA World Cup qualification,Abidjan,Ivory Coast,Not Neutral Ground,1,0,0,1,0
42909,2021-09-06,Uganda,Mali,0.0,0.0,FIFA World Cup qualification,Entebbe,Uganda,Not Neutral Ground,0,0,0,0,1
42910,2021-09-06,South Africa,Ghana,1.0,0.0,FIFA World Cup qualification,Johannesburg,South Africa,Not Neutral Ground,1,0,0,1,0
42911,2021-09-06,Benin,DR Congo,1.0,1.0,FIFA World Cup qualification,Cotonou,Benin,Not Neutral Ground,0,0,0,0,1
42913,2021-09-07,Bahrain,Jordan,1.0,2.0,Friendly,Riffa,Bahrain,Not Neutral Ground,0,1,1,0,0
42914,2021-09-07,Comoros,Burundi,1.0,0.0,Friendly,Moroni,Comoros,Not Neutral Ground,1,0,0,1,0
42915,2021-09-07,Luxembourg,Qatar,1.0,1.0,Friendly,Luxembourg,Luxembourg,Not Neutral Ground,0,0,0,0,1
42916,2021-09-07,Burkina Faso,Algeria,1.0,1.0,FIFA World Cup qualification,Marrakech,Morocco,Neutral Ground,0,0,0,0,1
42917,2021-09-07,Zambia,Tunisia,0.0,2.0,FIFA World Cup qualification,Ndola,Zambia,Not Neutral Ground,0,1,1,0,0
42918,2021-09-07,Equatorial Guinea,Mauritania,1.0,0.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,Not Neutral Ground,1,0,0,1,0
42919,2021-09-07,Cape Verde,Nigeria,1.0,2.0,FIFA World Cup qualification,Mindelo,Cape Verde,Not Neutral Ground,0,1,1,0,0
42920,2021-09-07,Malawi,Mozambique,1.0,0.0,FIFA World Cup qualification,Johannesburg,South Africa,Neutral Ground,1,0,0,1,0
42921,2021-09-07,Angola,Libya,0.0,1.0,FIFA World Cup qualification,Luanda,Angola,Not Neutral Ground,0,1,1,0,0
42922,2021-09-07,Ethiopia,Zimbabwe,1.0,0.0,FIFA World Cup qualification,Bahir Dar,Ethiopia,Not Neutral Ground,1,0,0,1,0
42923,2021-09-07,Congo,Senegal,1.0,3.0,FIFA World Cup qualification,Brazzaville,Congo,Not Neutral Ground,0,1,1,0,0
42924,2021-09-07,Sudan,Guinea-Bissau,2.0,4.0,FIFA World Cup qualification,Omdurman,Sudan,Not Neutral Ground,0,1,1,0,0
42925,2021-09-07,Tanzania,Madagascar,3.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,Not Neutral Ground,1,0,0,1,0
42926,2021-09-07,Syria,United Arab Emirates,1.0,1.0,FIFA World Cup qualification,Amman,Jordan,Neutral Ground,0,0,0,0,1
42927,2021-09-07,South Korea,Lebanon,1.0,0.0,FIFA World Cup qualification,Suwon,South Korea,Not Neutral Ground,1,0,0,1,0
42928,2021-09-07,Iraq,Iran,0.0,3.0,FIFA World Cup qualification,Doha,Qatar,Neutral Ground,0,1,1,0,0
42929,2021-09-07,China PR,Japan,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,Neutral Ground,0,1,1,0,0
42930,2021-09-07,Vietnam,Australia,0.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,Not Neutral Ground,0,1,1,0,0
